SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,Tenure_MonthlyCharges,AvgMonthlyCharge,Log_TotalCharges,TenureGroup,IsSeniorCitizen,HasDependentsAndPartner,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,54,82.45,4350.1,1,4452.3,80.55740740740741,8.378183965678819,3,1,0,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False
0,72,60.0,4264.0,0,4320.0,59.22222222222222,8.35819745992578,4,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
0,1,44.8,44.8,0,44.8,44.8,3.824284091120139,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,9,48.6,422.3,0,437.40000000000003,46.922222222222224,6.048081147526878,0,0,0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,69,60.05,4176.7,0,4143.45,60.53188405797101,8.33751613484719,4,0,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False
0,52,102.7,5138.1,0,5340.400000000001,98.8096153846154,8.544633245841629,3,0,0,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False
1,11,82.9,880.05,0,911.9000000000001,80.00454545454545,6.781114378014739,0,1,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
1,2,70.35,139.05,1,140.7,69.525,4.941999501706118,0,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,28,35.9,973.65,0,1005.1999999999999,34.77321428571428,6.882078432192154,2,1,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1,17,82.65,1470.05,0,1405.0500000000002,86.4735294117647,7.293731710506439,1,1,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
0,35,19.85,739.35,0,694.75,21.124285714285715,6.607123047354728,2,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,8,19.2,161.95,0,153.6,20.24375,5.093443405283571,0,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,46,94.9,4422.95,0,4365.400000000001,96.15108695652174,8.394788241149152,2,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False
0,7,73.85,511.25,1,516.9499999999999,73.03571428571429,6.238812787119009,0,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2,80.6,155.8,1,161.2,77.9,5.054971107916307,0,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,68,75.8,5293.95,1,5154.4,77.85220588235293,8.57450881512029,4,0,0,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False
0,43,104.6,4759.85,1,4497.8,110.69418604651163,8.468181502712058,2,0,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False
0,68,88.15,6148.45,0,5994.200000000001,90.41838235294118,8.724117925907073,4,0,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
0,36,94.8,3565.65,0,3412.7999999999997,99.04583333333333,8.179382058873774,2,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
0,63,103.4,6603.0,1,6514.200000000001,104.80952380952381,8.795430805040018,4,0,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
1,32,54.65,1830.1,0,1748.8,57.190625,7.512672158147668,2,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,71,85.75,6223.8,0,6088.25,87.65915492957747,8.73629659230272,4,0,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,66,67.45,4508.65,0,4451.7,68.31287878787879,8.413974824163768,4,0,0,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,63,20.5,1328.15,0,1291.5,21.081746031746032,7.192294919161421,4,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,41,20.25,865.0,0,830.25,21.097560975609756,6.763884908562435,2,0,0,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,1,72.1,72.1,0,72.1,72.1,4.291828366755733,0,1,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2,90.4,168.2,1,180.8,84.1,5.1310814471721224,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,70,19.45,1303.5,0,1361.5,18.62142857142857,7.173575104576783,4,0,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,23,44.95,996.85,0,1033.8500000000001,43.34130434782609,6.905602964413994,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,64,97.0,6430.9,0,6208.0,100.4828125,8.76902526347426,4,1,0,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
0,37,62.8,2278.75,0,2323.6,61.58783783783784,7.731821066813775,2,0,0,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False
0,17,44.6,681.4,0,758.2,40.08235294117647,6.52561599617747,1,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,7,89.15,574.35,0,624.0500000000001,82.05,6.354978551269467,0,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,4,84.8,371.9,1,339.2,92.975,5.921310287184775,0,0,0,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,21,41.9,840.1,1,879.9,40.00476190476191,6.734710558968391,1,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,10,80.25,846.0,1,802.5,84.6,6.741700694652055,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1,16,54.1,889.0,0,865.6,55.5625,6.7912214627261855,1,1,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,64,105.25,6823.4,0,6736.0,106.615625,8.828259704100754,4,0,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False
1,27,30.75,805.1,1,830.25,29.81851851851852,6.692207804289556,2,1,0,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,42,97.1,4016.75,0,4078.2,95.63690476190476,8.298477323429179,2,0,0,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False
0,5,20.2,83.75,0,101.0,16.75,4.43970574626056,0,0,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,41,98.8,3959.15,0,4050.7999999999997,96.56463414634146,8.284037182319022,2,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False
0,58,50.3,2878.55,0,2917.3999999999996,49.630172413793105,7.9653893109216884,3,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
0,47,20.55,945.7,0,965.85,20.121276595744682,6.852982253134845,2,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,18,75.9,1373.05,0,1366.2,76.28055555555555,7.225517862222083,1,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,5,96.5,492.55,1,482.5,98.51,6.201624170863897,0,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,23,59.95,1406.0,0,1378.8500000000001,61.130434782608695,7.249215057114389,1,0,0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,1,19.15,19.15,0,19.15,19.15,3.0032042883926917,0,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,71,98.65,6962.85,0,7004.150000000001,98.06830985915494,8.848487761310901,4,0,0,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False
0,72,112.6,8126.65,0,8107.2,112.87013888888889,9.003027107867489,4,0,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,33,20.6,690.25,0,679.8000000000001,20.916666666666668,6.538501552836545,2,0,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,2,85.65,181.5,1,171.3,90.75,5.206750173022546,0,0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,24,35.75,830.8,0,858.0,34.61666666666667,6.723592027308811,1,0,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,56,99.75,5608.4,0,5586.0,100.14999999999999,8.632199040925325,3,0,0,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False
0,37,96.1,3646.8,0,3555.7,98.56216216216217,8.201879525129897,2,0,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
0,43,85.1,3662.25,0,3659.2999999999997,85.1686046511628,8.206106010518134,2,0,0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False
0,1,25.35,25.35,0,25.35,25.35,3.2714682749873716,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,25,104.95,2566.5,1,2623.75,102.66,7.850687941802713,2,0,0,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,61,89.65,5308.7,0,5468.650000000001,87.02786885245901,8.577290615464818,4,0,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,17,86.75,1410.25,0,1474.75,82.95588235294117,7.2522311154638714,1,0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
0,41,86.2,3339.05,0,3534.2000000000003,81.44024390243902,8.113741055918576,2,0,0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
0,1,50.65,50.65,1,50.65,50.65,3.9444901955656477,0,0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,72,64.8,4732.35,0,4665.599999999999,65.72708333333334,8.462388476041804,4,1,0,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,1,90.85,90.85,1,90.85,90.85,4.520156811661135,0,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
0,48,108.1,5067.45,0,5188.799999999999,105.57187499999999,8.530790329922262,2,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False
1,11,19.95,214.75,1,219.45,19.522727272727273,5.374120329963537,0,1,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1,55,85.45,4874.7,1,4699.75,88.63090909090909,8.492018962867517,3,1,0,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,42,54.75,2348.45,0,2299.5,55.915476190476184,7.76193653719278,2,0,0,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False
0,44,90.4,4063.0,0,3977.6000000000004,92.3409090909091,8.309922989258318,2,0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
0,1,44.0,44.0,0,44.0,44.0,3.8066624897703196,0,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,27,95.6,2595.25,0,2581.2,96.12037037037037,7.861823375190322,2,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
1,27,84.8,2309.55,0,2289.6,85.53888888888889,7.745240870413761,2,1,0,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,2,44.3,89.3,0,88.6,44.65,4.5031374604229395,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,19,19.9,367.55,0,378.09999999999997,19.344736842105263,5.909576387635298,1,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1,42,95.05,3944.5,0,3992.1,93.91666666666667,8.28033096796109,2,1,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,66,90.05,5965.95,0,5943.3,90.39318181818182,8.69399118806683,4,0,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
1,33,109.9,3694.7,0,3626.7000000000003,111.96060606060605,8.214925260636038,2,1,0,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,34,73.95,2524.45,1,2514.3,74.24852941176471,7.834174543652333,2,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,33,54.6,1803.7,0,1801.8,54.657575757575756,7.498149651967252,2,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,23,20.05,415.1,0,461.15000000000003,18.047826086956523,6.030925615988895,1,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,32,19.75,624.15,0,632.0,19.5046875,6.437991620941009,2,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,11,20.05,237.7,0,220.55,21.60909090909091,5.4752075333447845,0,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,69,99.45,7007.6,1,6862.05,101.55942028985508,8.854893245389706,4,0,0,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,68,55.9,3848.8,0,3801.2,56.6,8.255776477880534,4,0,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,20,19.7,419.4,0,394.0,20.97,6.041206639002796,1,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,72,19.8,1468.75,0,1425.6000000000001,20.399305555555557,7.292847597282364,4,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,60,95.4,5812.0,0,5724.0,96.86666666666666,8.66785206770135,3,0,0,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
1,32,93.95,2861.45,0,3006.4,89.4203125,7.9594331804610325,2,1,0,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
0,1,19.9,19.9,1,19.9,19.9,3.039749158970765,0,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,1,19.6,19.6,1,19.6,19.6,3.0252910757955354,0,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
1,3,81.35,233.7,1,244.04999999999998,77.89999999999999,5.458308102856978,0,1,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,46,24.45,1066.15,0,1124.7,23.17717391304348,6.972746822489577,2,0,0,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,29,74.95,2149.05,0,2173.55,74.10517241379311,7.67324637666525,2,0,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,51,87.35,4473.0,0,4454.849999999999,87.70588235294117,8.406038142050075,3,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
1,48,70.65,3545.05,0,3391.2000000000003,73.85520833333334,8.173589586929555,2,1,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,16,73.25,1195.75,0,1172.0,74.734375,7.0873648282726185,1,0,0,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,70,98.7,6858.9,0,6909.0,97.9842857142857,8.833448143354206,4,0,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False
0,40,24.8,1024.7,0,992.0,25.6175,6.933130585313365,2,0,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,22,83.3,1845.9,1,1832.6,83.90454545454546,7.521263836881865,1,0,0,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1,1,75.3,75.3,1,75.3,75.3,4.334672938290411,0,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,5,24.3,132.25,0,121.5,26.45,4.892227063045954,0,0,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,7,69.85,515.45,0,488.94999999999993,73.63571428571429,6.246978478452642,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,29,100.55,2830.45,0,2915.95,97.60172413793103,7.948544226913045,2,0,0,True,False,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False
0,44,25.7,1110.5,0,1130.8,25.238636363636363,7.013465733404251,2,0,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,10,40.7,449.3,0,407.0,44.93,6.109914027307526,0,0,0,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,55,51.65,2838.55,0,2840.75,51.61000000000001,7.951400867896387,3,1,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,52,105.1,5376.4,0,5465.2,103.39230769230768,8.589960264967118,3,1,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False
0,10,85.95,858.6,0,859.5,85.86,6.756467164768355,0,0,0,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,18,75.6,1395.05,0,1360.8,77.50277777777778,7.24140209929983,1,0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,68,58.25,3975.7,0,3961.0,58.46617647058823,8.288207608618395,4,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,61,19.4,1182.55,1,1183.3999999999999,19.38606557377049,7.076273675632399,4,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,72,65.2,4784.45,0,4694.400000000001,66.45069444444444,8.473335343352353,4,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,2,53.45,119.5,0,106.9,59.75,4.791649752930709,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,12,45.4,518.9,1,544.8,43.24166666666667,6.25363648538967,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,41,19.75,899.45,0,809.75,21.93780487804878,6.802894638365962,2,0,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False
0,26,44.45,1183.8,0,1155.7,45.53076923076923,7.077329262953589,2,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False
0,36,20.85,720.05,0,750.6,20.001388888888886,6.580708483008079,2,0,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,72,114.05,8468.2,0,8211.6,117.6138888888889,9.044191332181782,4,0,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,35,89.85,3161.2,0,3144.75,90.32,8.059023266876045,2,0,0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,1,55.05,55.05,0,55.05,55.05,4.026244149518169,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,16,112.95,1882.55,0,1807.2,117.659375,7.540913573103083,1,0,0,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,49,101.55,5070.4,0,4975.95,103.47755102040816,8.531372192589506,3,1,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
0,54,114.65,6049.5,0,6191.1,112.02777777777777,8.707896192238108,3,0,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
0,18,64.8,1166.7,0,1166.3999999999999,64.81666666666666,7.062791281081669,1,0,0,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,36,80.4,2937.65,0,2894.4,81.60138888888889,7.985705571202151,2,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,60,105.9,6396.45,1,6354.0,106.6075,8.763654752450451,3,0,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,1,69.55,69.55,1,69.55,69.55,4.256321678298823,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,52,25.05,1270.25,0,1302.6000000000001,24.427884615384617,7.14775594736277,3,0,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,8,94.75,759.55,0,758.0,94.94375,6.634041855757752,0,0,0,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,72,105.5,7611.55,0,7596.0,105.71597222222222,8.937553480141082,4,0,0,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False
0,64,24.7,1642.75,0,1580.8,25.66796875,7.404735495926075,4,0,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
1,22,69.75,1545.4,0,1534.5,70.24545454545455,7.343684927894121,1,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
0,60,60.2,3582.4,0,3612.0,59.70666666666667,8.184067349365797,3,0,0,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,28,81.05,2227.1,1,2269.4,79.53928571428571,7.70890448334336,2,0,0,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,61,24.4,1417.9,0,1488.3999999999999,23.24426229508197,7.257637202513267,4,0,0,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,24,104.15,2494.65,0,2499.6000000000004,103.94375000000001,7.822304495297989,1,0,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,28,92.9,2768.35,0,2601.2000000000003,98.86964285714285,7.926367914605402,2,0,0,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,30,80.8,2369.3,0,2424.0,78.97666666666667,7.770771808396797,2,0,0,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,2,20.0,38.0,0,40.0,19.0,3.6635616461296463,0,0,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,1,75.1,75.1,0,75.1,75.1,4.33204826486764,0,0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,6,19.65,100.9,0,117.89999999999999,16.816666666666666,4.623991940228679,0,0,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,24,69.45,1614.05,0,1666.8000000000002,67.25208333333333,7.387121194929835,1,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
0,4,101.15,385.9,1,404.6,96.475,5.9581662617064675,0,0,0,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0,7,99.8,673.25,1,698.6,96.17857142857143,6.513600962019839,0,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,72,116.05,8404.9,0,8355.6,116.73472222222222,9.036689119229727,4,1,0,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
